path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\20260430_111952.jpg,24.0,22.5625,-1.4375,1.4375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_111952
.\data\combined_514\images\20260430_112049.jpg,23.0,38.71875,15.71875,15.71875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112049
.\data\combined_514\images\20260430_112103.jpg,23.0,27.828125,4.828125,4.828125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112103
.\data\combined_514\images\20260430_112241.jpg,40.0,38.375,-1.625,1.625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112241
.\data\combined_514\images\20260430_112314.jpg,61.0,73.0625,12.0625,12.0625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112314
.\data\combined_514\images\20260430_112502.jpg,142.0,76.625,-65.375,65.375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112502
.\data\combined_514\images\20260430_112536.jpg,13.0,7.51953125,-5.48046875,5.48046875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_112536
.\data\combined_514\images\20260430_113032.jpg,18.0,18.40625,0.40625,0.40625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113032
.\data\combined_514\images\20260430_113107.jpg,37.0,30.15625,-6.84375,6.84375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113107
.\data\combined_514\images\20260430_113229.jpg,56.0,60.875,4.875,4.875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113229
.\data\combined_514\images\20260430_113251.jpg,13.0,22.78125,9.78125,9.78125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113251
.\data\combined_514\images\20260430_113345.jpg,11.0,18.140625,7.140625,7.140625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113345
.\data\combined_514\images\20260430_113507.jpg,16.0,11.546875,-4.453125,4.453125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113507
.\data\combined_514\images\20260430_113627.jpg,44.0,43.1875,-0.8125,0.8125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113627
.\data\combined_514\images\20260430_113730.jpg,51.0,38.875,-12.125,12.125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113730
.\data\combined_514\images\20260430_113818.jpg,33.0,28.96875,-4.03125,4.03125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113818
.\data\combined_514\images\20260430_113824.jpg,40.0,33.0625,-6.9375,6.9375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113824
.\data\combined_514\images\20260430_113919.jpg,92.0,81.875,-10.125,10.125,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_113919
.\data\combined_514\images\20260430_114008.jpg,34.0,33.65625,-0.34375,0.34375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114008
.\data\combined_514\images\20260430_114051.jpg,26.0,22.4375,-3.5625,3.5625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114051
.\data\combined_514\images\20260430_114124.jpg,80.0,75.8125,-4.1875,4.1875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114124
.\data\combined_514\images\20260430_114129.jpg,21.0,19.859375,-1.140625,1.140625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114129
.\data\combined_514\images\20260430_114341.jpg,34.0,35.6875,1.6875,1.6875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114341
.\data\combined_514\images\20260430_114516.jpg,29.0,25.609375,-3.390625,3.390625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114516
.\data\combined_514\images\20260430_114527.jpg,23.0,18.734375,-4.265625,4.265625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114527
.\data\combined_514\images\20260430_114546.jpg,140.0,74.0,-66.0,66.0,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114546
.\data\combined_514\images\20260430_114601.jpg,41.0,22.609375,-18.390625,18.390625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114601
.\data\combined_514\images\20260430_114650.jpg,19.0,20.5,1.5,1.5,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_114650
.\data\combined_514\images\20260430_115015.jpg,12.0,8.2109375,-3.7890625,3.7890625,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_115015
.\data\combined_514\images\20260430_115039.jpg,2.0,10.5859375,8.5859375,8.5859375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_115039
.\data\combined_514\images\20260430_115223.jpg,25.0,27.09375,2.09375,2.09375,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_115223
.\data\combined_514\images\20260430_115310.jpg,28.0,24.28125,-3.71875,3.71875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_115310
.\data\combined_514\images\20260430_115351.jpg,18.0,22.6875,4.6875,4.6875,BerryMTL-HiTile-QualityDet (ours),berrymtl_centerdet_hitile_quality,20260430_115351
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,130.0,-24.0,24.0,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00007_20260212_161655_f00000198_t000006.601s
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,130.5,-5.5,5.5,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00019_20260212_161655_f00000327_t000010.901s
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,166.625,-7.375,7.375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00082_20260212_161655_f00001136_t000037.870s
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,169.625,14.625,14.625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00127_20260212_161655_f00001703_t000056.772s
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,166.25,-29.75,29.75,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00140_20260212_161655_f00001835_t000061.173s
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,150.625,7.625,7.625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00223_20260212_161655_f00002878_t000095.943s
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,146.0,-25.0,25.0,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00227_20260212_161655_f00002930_t000097.676s
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,152.25,21.25,21.25,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00246_20260212_161655_f00003255_t000108.511s
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,149.375,-22.625,22.625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00257_20260212_161655_f00003374_t000112.478s
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,126.0625,-6.9375,6.9375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00321_20260212_164110_f00000473_t000015.769s
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,116.125,30.125,30.125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,273.0,4.0,4.0,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,285.25,16.25,16.25,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s
.\data\combined_514\images\20260430_105347.jpg,51.0,36.75,-14.25,14.25,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105347
.\data\combined_514\images\20260430_105507.jpg,38.0,26.578125,-11.421875,11.421875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105507
.\data\combined_514\images\20260430_105529.jpg,23.0,26.484375,3.484375,3.484375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105529
.\data\combined_514\images\20260430_105552.jpg,102.0,79.5625,-22.4375,22.4375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105552
.\data\combined_514\images\20260430_105607.jpg,33.0,26.34375,-6.65625,6.65625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105607
.\data\combined_514\images\20260430_105707.jpg,33.0,29.953125,-3.046875,3.046875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105707
.\data\combined_514\images\20260430_105805.jpg,18.0,26.25,8.25,8.25,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,48.90625,-4.09375,4.09375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,30.203125,1.203125,1.203125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,22.765625,-15.234375,15.234375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,14.4609375,-7.5390625,7.5390625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,14.390625,-7.609375,7.609375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,12.8359375,-3.1640625,3.1640625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,30.15625,0.15625,0.15625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,52.125,-7.875,7.875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,36.84375,6.84375,6.84375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,16.609375,-4.390625,4.390625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,1.962890625,-2.037109375,2.037109375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,11.6640625,1.6640625,1.6640625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,33.875,-2.125,2.125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,36.6875,2.6875,2.6875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,62.5625,6.5625,6.5625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,41.4375,-8.5625,8.5625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,15.5078125,5.5078125,5.5078125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,30.578125,6.578125,6.578125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,44.5625,-8.4375,8.4375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,61.75,3.75,3.75,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111434
.\data\combined_514\images\20260430_111507.jpg,45.0,50.65625,5.65625,5.65625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111507
.\data\combined_514\images\20260430_111630.jpg,60.0,77.625,17.625,17.625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111630
.\data\combined_514\images\20260430_111919.jpg,3.0,4.37109375,1.37109375,1.37109375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111919
.\data\combined_514\images\20260430_111941.jpg,5.0,7.03515625,2.03515625,2.03515625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111941
.\data\combined_514\images\20260430_111952.jpg,24.0,19.1875,-4.8125,4.8125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_111952
.\data\combined_514\images\20260430_112049.jpg,23.0,35.875,12.875,12.875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112049
.\data\combined_514\images\20260430_112103.jpg,23.0,23.703125,0.703125,0.703125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112103
.\data\combined_514\images\20260430_112241.jpg,40.0,30.578125,-9.421875,9.421875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112241
.\data\combined_514\images\20260430_112314.jpg,61.0,57.28125,-3.71875,3.71875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112314
.\data\combined_514\images\20260430_112502.jpg,142.0,67.1875,-74.8125,74.8125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112502
.\data\combined_514\images\20260430_112536.jpg,13.0,6.62890625,-6.37109375,6.37109375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_112536
.\data\combined_514\images\20260430_113032.jpg,18.0,16.125,-1.875,1.875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113032
.\data\combined_514\images\20260430_113107.jpg,37.0,28.21875,-8.78125,8.78125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113107
.\data\combined_514\images\20260430_113229.jpg,56.0,57.84375,1.84375,1.84375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113229
.\data\combined_514\images\20260430_113251.jpg,13.0,21.1875,8.1875,8.1875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113251
.\data\combined_514\images\20260430_113345.jpg,11.0,18.59375,7.59375,7.59375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113345
.\data\combined_514\images\20260430_113507.jpg,16.0,11.4375,-4.5625,4.5625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113507
.\data\combined_514\images\20260430_113627.jpg,44.0,40.28125,-3.71875,3.71875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113627
.\data\combined_514\images\20260430_113730.jpg,51.0,36.0,-15.0,15.0,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113730
.\data\combined_514\images\20260430_113818.jpg,33.0,25.8125,-7.1875,7.1875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113818
.\data\combined_514\images\20260430_113824.jpg,40.0,29.96875,-10.03125,10.03125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113824
.\data\combined_514\images\20260430_113919.jpg,92.0,69.25,-22.75,22.75,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_113919
.\data\combined_514\images\20260430_114008.jpg,34.0,32.8125,-1.1875,1.1875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114008
.\data\combined_514\images\20260430_114051.jpg,26.0,21.578125,-4.421875,4.421875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114051
.\data\combined_514\images\20260430_114124.jpg,80.0,71.875,-8.125,8.125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114124
.\data\combined_514\images\20260430_114129.jpg,21.0,18.4375,-2.5625,2.5625,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114129
.\data\combined_514\images\20260430_114341.jpg,34.0,34.09375,0.09375,0.09375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114341
.\data\combined_514\images\20260430_114516.jpg,29.0,27.171875,-1.828125,1.828125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114516
.\data\combined_514\images\20260430_114527.jpg,23.0,17.125,-5.875,5.875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114527
.\data\combined_514\images\20260430_114546.jpg,140.0,68.75,-71.25,71.25,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114546
.\data\combined_514\images\20260430_114601.jpg,41.0,22.203125,-18.796875,18.796875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114601
.\data\combined_514\images\20260430_114650.jpg,19.0,16.015625,-2.984375,2.984375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_114650
.\data\combined_514\images\20260430_115015.jpg,12.0,7.8828125,-4.1171875,4.1171875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_115015
.\data\combined_514\images\20260430_115039.jpg,2.0,11.421875,9.421875,9.421875,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_115039
.\data\combined_514\images\20260430_115223.jpg,25.0,25.0,0.0,0.0,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_115223
.\data\combined_514\images\20260430_115310.jpg,28.0,21.421875,-6.578125,6.578125,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_115310
.\data\combined_514\images\20260430_115351.jpg,18.0,24.234375,6.234375,6.234375,BerryMTL-TeacherAlignedDet (ours),berrymtl_teacher_aligned_det,20260430_115351
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,143.0,-11.0,11.0,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00007_20260212_161655_f00000198_t000006.601s
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,138.625,2.625,2.625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00019_20260212_161655_f00000327_t000010.901s
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,178.0,4.0,4.0,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00082_20260212_161655_f00001136_t000037.870s
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,184.5,29.5,29.5,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00127_20260212_161655_f00001703_t000056.772s
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,177.875,-18.125,18.125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00140_20260212_161655_f00001835_t000061.173s
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,162.25,19.25,19.25,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00223_20260212_161655_f00002878_t000095.943s
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,154.875,-16.125,16.125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00227_20260212_161655_f00002930_t000097.676s
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,164.875,33.875,33.875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00246_20260212_161655_f00003255_t000108.511s
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,157.5,-14.5,14.5,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00257_20260212_161655_f00003374_t000112.478s
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,133.75,0.75,0.75,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00321_20260212_164110_f00000473_t000015.769s
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,111.5,25.5,25.5,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,262.75,-6.25,6.25,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,275.25,6.25,6.25,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s
.\data\combined_514\images\20260430_105347.jpg,51.0,41.8125,-9.1875,9.1875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105347
.\data\combined_514\images\20260430_105507.jpg,38.0,27.484375,-10.515625,10.515625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105507
.\data\combined_514\images\20260430_105529.jpg,23.0,26.1875,3.1875,3.1875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105529
.\data\combined_514\images\20260430_105552.jpg,102.0,90.6875,-11.3125,11.3125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105552
.\data\combined_514\images\20260430_105607.jpg,33.0,27.0625,-5.9375,5.9375,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105607
.\data\combined_514\images\20260430_105707.jpg,33.0,32.21875,-0.78125,0.78125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105707
.\data\combined_514\images\20260430_105805.jpg,18.0,27.625,9.625,9.625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,51.5,-1.5,1.5,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,32.90625,3.90625,3.90625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,23.046875,-14.953125,14.953125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,15.46875,-6.53125,6.53125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,14.6640625,-7.3359375,7.3359375,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,13.25,-2.75,2.75,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,32.25,2.25,2.25,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,55.53125,-4.46875,4.46875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,38.65625,8.65625,8.65625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,17.109375,-3.890625,3.890625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,2.60546875,-1.39453125,1.39453125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,11.4609375,1.4609375,1.4609375,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,34.28125,-1.71875,1.71875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,40.46875,6.46875,6.46875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,68.625,12.625,12.625,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,46.03125,-3.96875,3.96875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,15.5078125,5.5078125,5.5078125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,32.1875,8.1875,8.1875,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,47.21875,-5.78125,5.78125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,69.125,11.125,11.125,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111434
.\data\combined_514\images\20260430_111507.jpg,45.0,54.4375,9.4375,9.4375,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111507
.\data\combined_514\images\20260430_111630.jpg,60.0,86.0,26.0,26.0,BerryMTL-SpecialistGuidedDistill (ours),berrymtl_specialist_guided_distill,20260430_111630
